EmployeeID,Age,Gender,Department,JobRole,MaritalStatus,Education,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,OverTime,PerformanceRating,Attrition,AgeGroup,TenureGroup,SalaryBand,PromotionStatus,AttritionFlag
2711,49,Female,R&D,Laboratory Technician,Divorced,PhD,4477,7,0,1,1,No,3,No,41-50,7-10 Years,Low,Promoted 1-2 Yrs Ago,0
2712,34,Female,R&D,Laboratory Technician,Married,Master,11740,18,5,3,2,No,4,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2713,32,Male,IT,Research Scientist,Married,PhD,12750,16,0,2,1,No,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2714,24,Male,HR,Finance Analyst,Single,Master,14232,2,10,4,4,No,3,Yes,<30,0-2 Years,High,Promoted 3-5 Yrs Ago,1
2715,33,Female,Admin,Finance Analyst,Divorced,Bachelor,4712,26,10,3,1,Yes,3,Yes,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2716,27,Female,R&D,Sales Executive,Married,PhD,11523,19,0,3,3,Yes,3,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
2717,52,Male,Sales,Admin Assistant,Divorced,Bachelor,9867,23,1,3,2,No,2,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2718,47,Female,Admin,Admin Assistant,Divorced,Master,2554,17,4,4,3,No,3,Yes,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2719,49,Female,HR,HR Associate,Single,PhD,4493,7,10,4,1,Yes,3,Yes,41-50,7-10 Years,Low,Promoted 3-5 Yrs Ago,1
2720,56,Female,Operations,Admin Assistant,Divorced,PhD,9059,2,7,2,3,No,4,No,51+,0-2 Years,Medium,Promoted 1-2 Yrs Ago,0
2721,56,Male,R&D,Sales Representative,Married,PhD,10892,8,8,2,1,Yes,3,No,51+,7-10 Years,High,Promoted 1-2 Yrs Ago,0
2722,46,Female,Sales,Sales Executive,Single,Master,13119,7,5,3,2,No,2,Yes,41-50,7-10 Years,High,Promoted 3-5 Yrs Ago,1
2723,45,Female,Sales,Finance Analyst,Single,Bachelor,2791,22,10,3,1,Yes,3,Yes,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2724,59,Female,R&D,Finance Analyst,Single,PhD,12987,13,8,3,2,No,4,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2725,46,Male,Finance,Operations Manager,Divorced,Bachelor,3020,14,0,2,1,No,3,Yes,41-50,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2726,38,Male,HR,Sales Representative,Single,Master,7619,6,2,4,3,Yes,2,Yes,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2727,28,Male,Operations,Sales Representative,Married,Master,5278,3,8,1,3,Yes,4,Yes,<30,3-6 Years,Medium,Promoted 1-2 Yrs Ago,1
2728,35,Male,HR,IT Specialist,Married,Bachelor,3011,9,2,4,3,No,3,Yes,30-40,7-10 Years,Low,Promoted 3-5 Yrs Ago,1
2729,44,Female,IT,Operations Manager,Married,Bachelor,12623,0,6,4,4,Yes,3,Yes,41-50,0-2 Years,High,Promoted 3-5 Yrs Ago,1
2730,30,Male,IT,Research Scientist,Single,Master,7926,6,10,1,2,No,2,No,30-40,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
2731,26,Female,Sales,HR Associate,Single,Master,11751,19,7,2,1,No,3,No,<30,10+ Years,High,Promoted 1-2 Yrs Ago,0
2732,38,Male,HR,IT Specialist,Single,Master,10297,24,5,2,3,No,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2733,28,Female,Operations,Operations Manager,Married,Master,6147,30,2,1,2,No,2,Yes,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2734,22,Male,Sales,IT Specialist,Divorced,Master,5187,1,7,3,2,Yes,4,Yes,<30,0-2 Years,Medium,Promoted 3-5 Yrs Ago,1
2735,45,Female,Finance,HR Manager,Divorced,Bachelor,4115,16,1,2,1,Yes,2,Yes,41-50,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2736,46,Female,Operations,HR Manager,Married,PhD,12196,8,5,2,2,No,2,Yes,41-50,7-10 Years,High,Promoted 1-2 Yrs Ago,1
2737,42,Male,IT,Research Scientist,Divorced,PhD,13828,1,2,4,1,Yes,2,Yes,41-50,0-2 Years,High,Promoted 3-5 Yrs Ago,1
2738,59,Male,Operations,HR Manager,Single,Bachelor,11744,28,6,4,4,No,2,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2739,37,Female,Sales,Laboratory Technician,Single,PhD,13947,21,6,3,3,Yes,4,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2740,59,Male,Sales,Laboratory Technician,Married,PhD,9761,24,3,2,4,No,4,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2741,29,Female,Sales,Research Scientist,Single,Master,10354,12,3,1,3,No,3,No,<30,10+ Years,High,Promoted 1-2 Yrs Ago,0
2742,60,Female,Admin,Laboratory Technician,Married,PhD,6389,0,6,4,4,No,3,Yes,51+,0-2 Years,Medium,Promoted 3-5 Yrs Ago,1
2743,40,Female,R&D,Admin Assistant,Married,Bachelor,5633,23,4,1,2,Yes,3,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2744,39,Male,Sales,IT Specialist,Married,PhD,10325,1,1,3,4,No,2,No,30-40,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2745,48,Female,Operations,HR Manager,Divorced,Bachelor,6359,6,6,1,1,Yes,3,No,41-50,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
2746,30,Female,Operations,Research Scientist,Single,Bachelor,12152,23,0,2,3,No,3,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2747,30,Male,HR,HR Manager,Married,Master,4206,29,4,1,1,No,4,No,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2748,30,Female,Finance,IT Specialist,Divorced,PhD,4494,1,0,2,2,Yes,3,No,30-40,0-2 Years,Low,Promoted 1-2 Yrs Ago,0
2749,40,Male,IT,Research Scientist,Single,Master,10610,16,7,3,2,No,2,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2750,23,Male,R&D,IT Specialist,Single,Master,10622,22,4,1,1,No,2,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2751,57,Male,R&D,Operations Manager,Married,PhD,14189,19,5,3,3,No,2,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2752,54,Female,Sales,HR Manager,Married,PhD,12131,0,0,2,4,No,2,No,51+,0-2 Years,High,Promoted 1-2 Yrs Ago,0
2753,56,Female,HR,Sales Executive,Divorced,Bachelor,11671,0,6,4,1,Yes,2,Yes,51+,0-2 Years,High,Promoted 3-5 Yrs Ago,1
2754,38,Male,Sales,Research Scientist,Divorced,Bachelor,5991,5,6,3,3,Yes,3,No,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
2755,31,Male,Finance,Finance Analyst,Divorced,PhD,8824,26,1,2,2,Yes,3,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2756,37,Male,IT,HR Manager,Married,Bachelor,4735,23,10,1,2,Yes,4,Yes,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2757,48,Male,Finance,HR Associate,Single,Bachelor,7191,14,2,3,3,Yes,2,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2758,55,Female,Operations,HR Associate,Single,Bachelor,7798,29,4,4,4,Yes,4,No,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2759,57,Male,Operations,Admin Assistant,Single,PhD,12048,12,2,1,1,No,3,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2760,30,Male,Sales,HR Manager,Divorced,PhD,13085,30,8,1,3,No,3,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2761,38,Female,Sales,HR Manager,Divorced,PhD,11624,18,5,4,2,No,3,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2762,41,Male,IT,Admin Assistant,Married,Bachelor,5304,3,0,3,3,Yes,3,Yes,41-50,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2763,49,Male,Sales,IT Specialist,Single,Master,14242,10,5,3,4,No,4,No,41-50,7-10 Years,High,Promoted 3-5 Yrs Ago,0
2764,46,Male,HR,HR Associate,Divorced,PhD,6534,22,0,2,3,Yes,3,Yes,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2765,27,Female,Admin,Admin Assistant,Divorced,PhD,4141,9,2,2,4,Yes,4,Yes,<30,7-10 Years,Low,Promoted 1-2 Yrs Ago,1
2766,44,Female,Admin,IT Specialist,Married,Master,13596,27,10,1,4,Yes,3,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2767,23,Male,R&D,Laboratory Technician,Divorced,PhD,12822,20,7,3,1,No,2,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
2768,53,Male,HR,Operations Manager,Divorced,Master,5954,9,7,3,4,No,3,Yes,51+,7-10 Years,Medium,Promoted 3-5 Yrs Ago,1
2769,36,Female,HR,IT Specialist,Divorced,Master,11748,16,9,3,2,No,3,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2770,52,Male,IT,Laboratory Technician,Married,Master,9409,2,10,4,4,No,3,No,51+,0-2 Years,Medium,Promoted 3-5 Yrs Ago,0
2771,26,Male,Sales,Research Scientist,Married,Master,3973,0,1,1,4,Yes,2,No,<30,0-2 Years,Low,Promoted 1-2 Yrs Ago,0
2772,53,Female,IT,Laboratory Technician,Married,PhD,5441,11,2,3,4,No,4,No,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2773,41,Female,Operations,Sales Executive,Married,PhD,13519,3,5,3,4,No,2,No,41-50,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2774,37,Male,IT,HR Associate,Divorced,PhD,5897,4,7,2,4,No,3,No,30-40,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
2775,54,Male,IT,Admin Assistant,Married,PhD,4153,6,10,1,2,Yes,2,No,51+,3-6 Years,Low,Promoted 1-2 Yrs Ago,0
2776,24,Male,IT,HR Associate,Single,PhD,12170,9,1,3,3,No,4,Yes,<30,7-10 Years,High,Promoted 3-5 Yrs Ago,1
2777,30,Male,Admin,Laboratory Technician,Married,Bachelor,11977,28,2,3,3,No,4,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2778,51,Male,Sales,Operations Manager,Married,Master,13453,2,1,1,3,Yes,3,No,51+,0-2 Years,High,Promoted 1-2 Yrs Ago,0
2779,26,Female,HR,Sales Representative,Married,Bachelor,2935,7,2,2,4,Yes,2,Yes,<30,7-10 Years,Low,Promoted 1-2 Yrs Ago,1
2780,44,Male,HR,HR Associate,Married,Master,10364,25,8,4,2,Yes,3,Yes,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,1
2781,57,Male,Finance,Operations Manager,Divorced,Bachelor,10287,15,10,3,3,No,2,Yes,51+,10+ Years,High,Promoted 3-5 Yrs Ago,1
2782,30,Male,Sales,Sales Representative,Divorced,Bachelor,11122,4,4,3,3,No,3,No,30-40,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2783,44,Female,HR,Laboratory Technician,Married,Master,12435,28,0,2,4,No,3,No,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,0
2784,56,Male,Sales,HR Associate,Divorced,Bachelor,8617,4,2,4,2,No,4,Yes,51+,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2785,24,Male,Admin,Research Scientist,Single,Master,14365,24,0,1,3,Yes,3,No,<30,10+ Years,High,Promoted 1-2 Yrs Ago,0
2786,26,Female,Finance,IT Specialist,Divorced,PhD,2633,12,10,1,1,No,2,Yes,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2787,22,Female,Finance,HR Associate,Divorced,Master,9946,19,6,4,1,No,2,Yes,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2788,35,Male,Operations,Sales Executive,Divorced,Bachelor,11476,3,9,4,1,Yes,4,No,30-40,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2789,22,Female,Finance,HR Associate,Divorced,PhD,12620,20,9,1,3,Yes,4,No,<30,10+ Years,High,Promoted 1-2 Yrs Ago,0
2790,50,Male,HR,HR Associate,Married,Bachelor,5535,18,2,1,2,No,4,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2791,34,Female,HR,Operations Manager,Divorced,Bachelor,5335,25,0,4,1,No,3,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2792,55,Male,Admin,IT Specialist,Single,Master,14009,8,10,1,1,Yes,3,Yes,51+,7-10 Years,High,Promoted 1-2 Yrs Ago,1
2793,51,Male,IT,Research Scientist,Divorced,PhD,14696,24,3,3,3,No,2,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2794,53,Female,Admin,Operations Manager,Single,Master,7597,24,10,1,2,Yes,4,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2795,22,Male,HR,Sales Representative,Single,Master,14696,24,0,4,1,Yes,2,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
2796,35,Female,Sales,Sales Executive,Married,PhD,10097,22,6,4,2,No,3,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2797,24,Male,R&D,HR Associate,Single,Master,8192,8,2,3,3,No,4,Yes,<30,7-10 Years,Medium,Promoted 3-5 Yrs Ago,1
2798,60,Male,IT,Admin Assistant,Single,PhD,8402,17,0,4,4,Yes,2,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2799,36,Female,Operations,Laboratory Technician,Married,PhD,12466,8,0,4,2,No,3,Yes,30-40,7-10 Years,High,Promoted 3-5 Yrs Ago,1
2800,31,Male,IT,HR Associate,Married,PhD,10761,11,5,1,1,Yes,4,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
2801,49,Male,HR,Sales Representative,Divorced,PhD,9934,21,2,1,2,No,3,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2802,33,Male,IT,Sales Executive,Divorced,PhD,5677,5,9,3,1,Yes,2,Yes,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2803,30,Female,Finance,Finance Analyst,Divorced,Bachelor,11686,1,3,3,3,Yes,4,No,30-40,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2804,57,Male,HR,Laboratory Technician,Divorced,Bachelor,6996,8,5,3,3,Yes,3,Yes,51+,7-10 Years,Medium,Promoted 3-5 Yrs Ago,1
2805,51,Male,HR,Finance Analyst,Single,Bachelor,8435,14,7,4,3,Yes,4,No,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2806,40,Female,Finance,HR Associate,Divorced,PhD,13461,10,0,2,2,No,4,No,30-40,7-10 Years,High,Promoted 1-2 Yrs Ago,0
2807,60,Female,Admin,IT Specialist,Divorced,PhD,5375,28,4,1,2,No,4,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2808,23,Male,Sales,Operations Manager,Married,Bachelor,4103,9,6,4,3,No,3,Yes,<30,7-10 Years,Low,Promoted 3-5 Yrs Ago,1
2809,24,Male,Sales,IT Specialist,Married,Bachelor,12095,3,5,4,4,No,4,Yes,<30,3-6 Years,High,Promoted 3-5 Yrs Ago,1
2810,41,Female,Finance,Laboratory Technician,Divorced,Bachelor,14668,4,10,3,2,Yes,2,Yes,41-50,3-6 Years,High,Promoted 3-5 Yrs Ago,1
2811,25,Male,Admin,Admin Assistant,Single,Bachelor,5852,2,6,3,1,Yes,3,No,<30,0-2 Years,Medium,Promoted 3-5 Yrs Ago,0
2812,24,Male,IT,Operations Manager,Married,Bachelor,12537,2,4,1,4,No,2,No,<30,0-2 Years,High,Promoted 1-2 Yrs Ago,0
2813,37,Female,R&D,Research Scientist,Divorced,Master,3441,11,0,3,2,No,3,No,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2814,58,Female,Operations,Laboratory Technician,Single,Bachelor,5994,7,8,1,1,No,4,Yes,51+,7-10 Years,Medium,Promoted 1-2 Yrs Ago,1
2815,47,Female,R&D,Sales Executive,Single,PhD,5320,23,4,3,3,No,3,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2816,45,Male,Finance,Laboratory Technician,Married,Master,10974,9,1,2,4,Yes,3,No,41-50,7-10 Years,High,Promoted 1-2 Yrs Ago,0
2817,53,Male,Operations,HR Manager,Single,PhD,7495,13,5,2,2,Yes,2,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2818,30,Male,R&D,IT Specialist,Single,Bachelor,11843,4,7,4,3,No,4,Yes,30-40,3-6 Years,High,Promoted 3-5 Yrs Ago,1
2819,40,Female,Operations,Admin Assistant,Married,Master,12046,17,5,2,2,No,4,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
2820,58,Male,Admin,Laboratory Technician,Married,Master,11718,24,9,3,3,No,2,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2821,44,Female,IT,HR Manager,Divorced,PhD,9487,12,2,3,4,Yes,2,Yes,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2822,31,Male,Operations,Sales Representative,Divorced,Master,11524,24,3,2,2,Yes,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2823,24,Female,HR,HR Manager,Married,Bachelor,11238,13,5,2,1,No,2,No,<30,10+ Years,High,Promoted 1-2 Yrs Ago,0
2824,43,Female,Admin,Laboratory Technician,Single,Master,6453,27,0,3,1,No,4,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2825,58,Female,IT,IT Specialist,Single,Bachelor,3739,6,5,3,1,No,2,No,51+,3-6 Years,Low,Promoted 3-5 Yrs Ago,0
2826,45,Male,Sales,IT Specialist,Married,PhD,4648,19,7,3,3,Yes,3,No,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2827,56,Male,R&D,Sales Representative,Divorced,Master,9987,27,4,1,3,No,4,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2828,34,Male,IT,IT Specialist,Single,PhD,10338,6,1,3,3,Yes,4,No,30-40,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2829,48,Male,R&D,Research Scientist,Divorced,Master,5868,26,7,1,1,Yes,4,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2830,38,Male,Operations,Finance Analyst,Married,Master,9330,9,2,2,1,Yes,4,No,30-40,7-10 Years,Medium,Promoted 1-2 Yrs Ago,0
2831,33,Female,Sales,HR Associate,Single,Bachelor,8191,27,2,2,3,Yes,2,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2832,54,Male,HR,Operations Manager,Divorced,Bachelor,11203,23,6,1,1,No,3,Yes,51+,10+ Years,High,Promoted 1-2 Yrs Ago,1
2833,38,Male,Finance,Finance Analyst,Married,Master,3080,13,4,4,1,No,4,No,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2834,52,Male,Operations,Admin Assistant,Married,Master,11083,25,1,3,1,Yes,4,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2835,27,Female,Finance,Research Scientist,Married,Master,4841,29,10,1,2,No,4,Yes,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2836,46,Female,Operations,HR Manager,Single,PhD,4872,7,9,3,2,No,3,Yes,41-50,7-10 Years,Low,Promoted 3-5 Yrs Ago,1
2837,48,Female,IT,Laboratory Technician,Divorced,Master,11884,2,6,3,1,No,3,No,41-50,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2838,38,Female,Admin,Sales Representative,Single,Bachelor,10652,26,3,3,1,Yes,3,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2839,60,Female,Operations,Laboratory Technician,Single,Bachelor,8743,8,7,4,4,No,2,Yes,51+,7-10 Years,Medium,Promoted 3-5 Yrs Ago,1
2840,41,Female,Finance,HR Associate,Single,Master,6836,4,6,3,4,Yes,2,Yes,41-50,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2841,52,Female,HR,Operations Manager,Divorced,PhD,13556,10,8,1,3,Yes,3,No,51+,7-10 Years,High,Promoted 1-2 Yrs Ago,0
2842,22,Female,IT,Operations Manager,Married,PhD,5987,19,4,4,3,No,2,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2843,57,Female,Sales,Finance Analyst,Divorced,PhD,6426,24,7,2,3,No,2,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2844,33,Female,IT,Operations Manager,Single,PhD,4957,6,4,2,1,No,4,No,30-40,3-6 Years,Low,Promoted 1-2 Yrs Ago,0
2845,23,Female,Operations,Sales Representative,Divorced,PhD,13992,20,3,1,1,Yes,4,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2846,38,Male,Finance,Sales Executive,Married,PhD,8723,18,4,2,2,No,4,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2847,36,Male,Operations,Finance Analyst,Single,Bachelor,11368,10,3,2,2,No,4,No,30-40,7-10 Years,High,Promoted 1-2 Yrs Ago,0
2848,33,Female,R&D,HR Manager,Single,Master,8488,4,6,4,3,Yes,2,Yes,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2849,23,Female,Operations,HR Associate,Married,Bachelor,6518,19,1,3,3,No,4,Yes,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2850,32,Male,Finance,Laboratory Technician,Married,Master,5673,9,5,4,4,No,3,No,30-40,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
2851,55,Female,R&D,Sales Executive,Married,PhD,5752,19,2,2,3,No,2,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2852,36,Female,Finance,Admin Assistant,Married,PhD,2965,22,2,4,1,No,4,Yes,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2853,41,Female,Operations,Sales Representative,Single,Master,8008,6,3,4,2,No,3,No,41-50,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
2854,38,Female,Admin,HR Associate,Single,Master,6963,9,3,3,1,No,4,Yes,30-40,7-10 Years,Medium,Promoted 3-5 Yrs Ago,1
2855,42,Male,R&D,Sales Executive,Single,Bachelor,5348,22,4,3,3,No,4,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2856,47,Male,IT,HR Manager,Married,Bachelor,3899,2,3,1,1,Yes,3,No,41-50,0-2 Years,Low,Promoted 1-2 Yrs Ago,0
2857,44,Female,R&D,Sales Executive,Single,PhD,10917,8,8,3,1,Yes,2,No,41-50,7-10 Years,High,Promoted 3-5 Yrs Ago,0
2858,47,Male,R&D,Sales Executive,Single,Master,4977,6,2,1,2,No,2,No,41-50,3-6 Years,Low,Promoted 1-2 Yrs Ago,0
2859,32,Female,Finance,Research Scientist,Married,Bachelor,9115,26,4,1,4,Yes,2,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2860,38,Male,Sales,Laboratory Technician,Married,Master,6643,15,2,1,1,Yes,2,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2861,45,Female,IT,Admin Assistant,Married,PhD,7675,26,1,4,3,No,4,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2862,32,Female,Operations,IT Specialist,Divorced,Master,13774,0,4,1,3,No,3,No,30-40,0-2 Years,High,Promoted 1-2 Yrs Ago,0
2863,22,Female,HR,HR Associate,Married,PhD,3134,29,4,4,3,Yes,4,No,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2864,31,Female,Admin,HR Associate,Single,Bachelor,11568,26,8,1,3,Yes,2,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
2865,57,Female,R&D,Sales Representative,Married,Bachelor,9384,25,3,4,2,Yes,4,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2866,51,Female,Finance,Finance Analyst,Married,PhD,11357,6,1,3,2,Yes,3,Yes,51+,3-6 Years,High,Promoted 3-5 Yrs Ago,1
2867,51,Female,HR,HR Manager,Divorced,Bachelor,10775,10,5,2,3,No,3,Yes,51+,7-10 Years,High,Promoted 1-2 Yrs Ago,1
2868,39,Male,Operations,Finance Analyst,Divorced,Master,7354,22,10,3,4,No,3,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2869,52,Male,Operations,Sales Executive,Single,Bachelor,14061,22,6,2,1,No,3,Yes,51+,10+ Years,High,Promoted 1-2 Yrs Ago,1
2870,42,Male,Admin,Operations Manager,Divorced,Bachelor,7453,6,9,3,3,Yes,2,No,41-50,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
2871,33,Female,IT,HR Associate,Married,PhD,5497,28,2,2,1,No,4,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2872,42,Female,Sales,HR Manager,Divorced,Master,11133,6,7,4,3,Yes,4,Yes,41-50,3-6 Years,High,Promoted 3-5 Yrs Ago,1
2873,58,Male,R&D,Research Scientist,Married,PhD,7647,21,10,1,4,Yes,3,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2874,31,Female,Finance,Research Scientist,Single,Bachelor,6570,8,8,4,1,Yes,2,No,30-40,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
2875,25,Male,Operations,Laboratory Technician,Married,Bachelor,4970,2,7,3,2,No,3,No,<30,0-2 Years,Low,Promoted 3-5 Yrs Ago,0
2876,54,Male,Admin,Laboratory Technician,Single,Master,11012,23,0,4,4,Yes,2,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2877,47,Female,Operations,IT Specialist,Married,Bachelor,13342,6,3,3,3,No,4,No,41-50,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2878,57,Female,IT,HR Associate,Single,PhD,10616,6,0,3,3,Yes,2,Yes,51+,3-6 Years,High,Promoted 3-5 Yrs Ago,1
2879,59,Male,IT,Admin Assistant,Single,Bachelor,10224,22,3,3,4,Yes,2,Yes,51+,10+ Years,High,Promoted 3-5 Yrs Ago,1
2880,31,Male,Admin,Sales Representative,Married,Bachelor,12339,15,6,3,1,Yes,3,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2881,51,Female,Sales,HR Manager,Single,PhD,5928,5,7,4,4,Yes,2,Yes,51+,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2882,35,Female,IT,Research Scientist,Divorced,PhD,12861,17,9,4,1,Yes,2,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2883,54,Female,IT,HR Manager,Divorced,PhD,5168,13,9,4,4,No,4,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2884,29,Female,Admin,Research Scientist,Married,PhD,3842,22,9,2,4,No,3,No,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2885,47,Male,R&D,HR Associate,Divorced,Master,5585,2,5,2,2,Yes,4,No,41-50,0-2 Years,Medium,Promoted 1-2 Yrs Ago,0
2886,43,Male,HR,HR Manager,Married,Bachelor,5261,25,1,3,4,Yes,4,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2887,49,Female,Finance,Finance Analyst,Married,Bachelor,12547,12,0,1,4,No,4,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2888,56,Male,R&D,Finance Analyst,Single,Bachelor,8498,0,1,4,1,Yes,3,No,51+,0-2 Years,Medium,Promoted 3-5 Yrs Ago,0
